,refcode,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,exp_a,exp_b,exp_c,exp_alpha,exp_beta,exp_gamma,exp_V,opt_a,opt_b,opt_c,opt_alpha,opt_beta,opt_gamma,opt_V,E_V,E_R,E_H,E_RH,K_V,K_R,K_H,K_RH,G_V,G_R,G_H,G_RH,n_H,A_L
3578,UDIJOJ,14.47,8.44,12.03,-0.02,0.47,-0.01,8.44,36.12,7.83,0.09,-1.39,0.03,12.03,7.83,14.59,-0.0,0.69,-0.0,-0.02,0.09,-0.0,4.0,0.0,-1.37,0.47,-1.39,0.69,0.0,8.69,0.01,-0.01,0.03,-0.0,-1.37,0.01,2.11,5.452,26.2451,9.9566,90.0,96.063,90.0,1416.7037123240243,5.2956130301467885,26.2822880722867,10.25323534644453,89.99980223876248,96.53488872785654,89.99851635800894,1417.781836009688,14.341589730215306,7.1968936387617255,10.769241684488517,8.983067661625121,13.53111111111111,12.471725591224432,13.001418351167771,12.736571971196103,5.418666666666667,2.56331787084556,3.9909922687561137,3.2771550698008367,0.3607639500648981,1.6757870312263656
3579,NAHKIT,13.27,9.98,6.3,0.01,-1.27,0.0,9.98,13.13,8.71,0.0,-0.8,-0.0,6.3,8.71,14.37,0.05,0.87,-0.0,0.01,0.0,0.05,3.52,0.02,0.1,-1.27,-0.8,0.87,0.02,1.69,-0.0,0.0,-0.0,-0.0,0.1,-0.0,4.8,10.352,9.3002,21.0663,90.0,99.887,90.0,1998.0503717833476,10.405799364513438,9.223956080014537,20.740268813080284,90.00010100873936,97.77931813449152,89.99998047098211,1972.38474583986,8.321838217631516,6.098764897128101,7.210301557379808,6.654533227253955,10.083333333333334,9.861282208919967,9.972307771126651,9.916794990023309,3.054,2.18292640950148,2.61846320475074,2.40069480712611,0.3792792947169274,0.7511700896980587
3580,TAPGID,25.9,17.8,13.34,0.0,-6.72,0.0,17.8,18.37,11.19,0.0,-4.73,-0.0,13.34,11.19,13.23,0.01,-2.62,0.0,0.0,0.0,0.01,4.12,0.0,-2.21,-6.72,-4.73,-2.62,0.0,5.55,0.0,0.0,-0.0,0.0,-2.21,0.0,6.84,23.6905,12.9222,8.2629,90.0,92.98,90.0,2526.1288961613204,23.492321675864694,12.865253391288457,8.317552593015659,90.0003884899562,93.2523281023896,89.99961053849587,2509.803875863953,11.860415215989681,8.011053665661416,9.935734440825549,8.973394053243481,15.795555555555556,10.8978452206236,13.346700388089577,12.122272804356587,4.313333333333333,2.9078601930786703,3.6105967632060016,3.2592284781423357,0.3759264936884293,0.9566082033131387
3581,RIYTUP02,29.56,20.53,16.38,-0.0,1.25,-0.0,20.53,34.2,18.09,-0.0,-3.73,-0.0,16.38,18.09,27.0,-0.0,-3.77,0.0,-0.0,-0.0,-0.0,5.42,0.0,-4.18,1.25,-3.73,-3.77,0.0,10.69,-0.0,-0.0,-0.0,0.0,-4.18,-0.0,8.93,6.241,5.293,15.726,90.0,101.18999999999998,90.0,509.6106594646149,6.131782447217128,5.310551825016894,15.986668172610832,89.99982836736751,101.26724202089396,90.00075693643844,510.5429370867947,19.970097965335345,14.672481903887917,17.32128993461163,15.996885919249774,22.306666666666665,21.29564976217639,21.801158214421527,21.548403988298958,7.392,5.296280929198655,6.344140464599327,5.820210696898991,0.3673654771299017,0.7469319888514281
3582,JOHROO,12.07,7.02,10.97,-0.01,-1.23,0.0,7.02,18.88,11.2,-0.01,0.45,0.0,10.97,11.2,19.72,-0.01,-1.53,-0.01,-0.01,-0.01,-0.01,1.86,0.01,0.78,-1.23,0.45,-1.53,0.01,3.45,0.0,0.0,0.0,-0.01,0.78,0.0,3.68,6.193,24.528,11.811000000000002,90.0,103.447,90.0,1744.9285716389236,6.07831428039218,24.521282050643563,11.671495548715876,90.00044103202998,103.71762962995015,90.00057758093719,1689.9933606616603,8.899229408792321,7.272659105600024,8.085944257196171,7.679301681398098,12.116666666666667,10.389471333351903,11.253069000009285,10.821270166680595,3.23,2.628672855152269,2.9293364275761347,2.7790046413642018,0.3802349662631139,0.48563083639602855
3583,NOMNUA,12.37,9.95,11.52,-0.04,0.55,-0.0,9.95,19.22,12.68,-0.11,2.9,0.03,11.52,12.68,18.16,-0.05,5.68,0.02,-0.04,-0.11,-0.05,5.32,-0.0,1.37,0.55,2.9,5.68,-0.0,4.73,0.0,-0.0,0.03,0.02,1.37,0.0,1.7,10.717,13.917,17.565,90.0,92.417,90.0,2617.462540027314,10.620887058745918,13.942040562036324,17.59853725098703,89.99777906989245,92.3231227453692,89.99061143100046,2603.7939429258918,9.363348151614414,3.3786819580244147,6.371015054819415,4.874848506421914,13.116666666666665,10.848932487452853,11.982799577059758,11.415866032256305,3.39,1.1665953957022044,2.2782976978511025,1.7224465467766534,0.4106005261762209,2.3928445795010234
3584,FEQKOE,11.42,9.2,7.06,-0.01,0.0,0.0,9.2,13.74,11.58,-0.01,0.01,-0.01,7.06,11.58,29.5,-0.01,-0.0,-0.03,-0.01,-0.01,-0.01,3.38,0.0,0.0,0.0,0.01,-0.0,0.0,2.69,-0.0,0.0,-0.01,-0.03,0.0,-0.0,6.11,35.9844,32.8439,4.78763,90.0,90.0,90.0,5658.346861173067,35.38079683166372,33.2161591735136,4.856192945309699,89.99977129289402,90.00101711754367,89.99742045051373,5707.066799755056,11.366602282704127,8.264725107084331,9.81566369489423,9.04019440098928,12.259999999999998,10.461439997504543,11.36071999875227,10.911079998128407,4.224,3.020003587244723,3.6220017936223616,3.3210026904335423,0.3559044298422274,0.7668455099394348
3585,SEJBIT,23.27,8.96,5.97,-0.0,0.2,0.0,8.96,15.0,6.92,-0.0,0.43,0.0,5.97,6.92,8.29,-0.0,-1.28,-0.0,-0.0,-0.0,-0.0,2.0,0.0,0.14,0.2,0.43,-1.28,0.0,0.86,0.0,0.0,0.0,-0.0,0.14,0.0,2.89,11.587,5.6641,11.939,90.0,96.922,90.0,777.8444667271821,11.593196201618827,5.474458896699141,11.906673765319036,90.0014535727096,97.02386143837968,90.00159437135466,750.0035227372649,7.678120261119895,3.1273766250862236,5.402748443103059,4.265062534094641,10.028888888888888,6.1474300787658684,8.08815948382738,7.117794781296624,2.797333333333333,1.1049146818445,1.9511240075889165,1.528019344716708,0.3883609096547507,2.1339655711314314
3586,GEQDOX01,14.23,9.16,8.97,-0.56,0.03,0.45,9.16,14.5,10.26,-0.5,0.97,-0.1,8.97,10.26,18.7,0.52,0.01,0.67,-0.56,-0.5,0.52,3.01,1.36,0.96,0.03,0.97,0.01,1.36,4.92,-0.35,0.45,-0.1,0.67,0.96,-0.35,4.68,8.3328,12.0347,14.628,99.123,103.60299999999998,99.53400000000002,1375.9182162671962,8.334670008355893,11.797829893556743,14.50009425840104,98.71868130433673,104.17512673241151,99.36313451056442,1336.3918443663092,10.254745812569213,8.4524040814613,9.353574947015257,8.902989514238278,11.57888888888889,11.178675934222513,11.3787824115557,11.278729172889108,3.791333333333333,3.0758826840271443,3.4336080086802387,3.2547453463536913,0.36291141472859856,0.46894073969170447
3587,EGAKOO,27.37,6.51,9.44,0.0,0.0,-0.0,6.51,18.37,5.46,-0.0,-0.0,-0.0,9.44,5.46,19.43,0.0,0.01,0.01,0.0,-0.0,0.0,1.21,-0.0,-0.0,0.0,-0.0,0.01,-0.0,7.31,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,1.06,8.0105,9.346,19.5238,90.0,90.0,90.0,1461.6714074653992,8.028524402798864,9.342411118429224,19.28110952590617,89.99958479577481,90.00039491067275,89.99967195019816,1446.1945751963217,12.783533349661196,6.416161458901553,9.599847404281375,8.008004431591464,11.998888888888887,11.396317568673943,11.697603228781414,11.546960398727679,4.833333333333333,2.2814378709098855,3.5573856021216095,2.9194117365157473,0.36193916063407755,1.6794748889265814
3588,QAGJUH,20.32,6.96,9.18,0.0,-1.44,0.0,6.96,19.58,9.63,0.0,-0.04,0.0,9.18,9.63,18.27,-0.0,-0.15,0.0,0.0,0.0,-0.0,5.91,-0.0,1.06,-1.44,-0.04,-0.15,-0.0,5.73,-0.0,0.0,0.0,0.0,1.06,-0.0,3.68,5.4371,17.567,11.884,90.0,101.043,90.0,1114.0653308770648,5.439083662832129,17.667459553199006,11.868790044045175,90.00009003220751,100.9200454173596,89.99981113016312,1119.8767626094352,13.71309374551371,12.811726876416241,13.262410310964976,13.03706859369061,12.19,12.13094273035448,12.16047136517724,12.14570704776586,5.224,4.838338304494541,5.031169152247271,4.9347537283709055,0.31820563458250517,0.17155740346832743
3589,VUTZAO,17.3,8.47,11.34,2.13,-3.77,-1.86,8.47,16.24,7.77,-1.89,0.11,-1.39,11.34,7.77,14.22,0.25,-0.44,1.24,2.13,-1.89,0.25,3.67,0.42,0.11,-3.77,0.11,-0.44,0.42,6.11,1.0,-1.86,-1.39,1.24,0.11,1.0,3.83,8.6636,8.9777,13.8142,83.784,78.625,68.828,981.4446481603223,8.670889095646835,8.787946982618617,14.0284589847858,83.57775382150837,77.47984996891411,69.05387071552944,973.8864475560642,10.908686784454753,5.55879469445282,8.233740739453786,6.896267716953304,11.435555555555554,11.040075127753598,11.237815341654576,11.138945234704087,4.067333333333334,1.962738169886583,3.0150357516099584,2.4888869607482706,0.37686521716507404,1.6296844541661852
3590,ZOLJAO,20.14,13.78,15.94,-0.0,-7.19,0.0,13.78,24.65,7.39,-0.0,-0.03,0.01,15.94,7.39,22.68,-0.0,-8.62,-0.0,-0.0,-0.0,-0.0,4.95,0.0,-2.19,-7.19,-0.03,-8.62,0.0,9.73,-0.0,0.0,0.01,-0.0,-2.19,-0.0,6.68,11.251,10.0262,17.905,90.0,90.01300000000002,90.0,2019.769465871784,10.92877953644916,10.057972337879503,17.895605412757394,90.00068792178826,91.65518123698018,90.00013130382261,1966.2885692231096,16.66629750028024,9.984696205669126,13.325496852974684,11.655096529321906,15.743333333333332,12.028180163247008,13.88575674829017,12.956968455768589,6.296,3.6663998669461075,4.981199933473054,4.323799900209581,0.3397932035155156,1.2386506072627075
3591,MAYGEZ,56.38,36.14,21.39,-0.0,16.05,-0.01,36.14,66.98,12.19,-0.0,9.71,-0.01,21.39,12.19,22.23,0.02,3.2,0.01,-0.0,-0.0,0.02,4.8,-0.0,4.64,16.05,9.71,3.2,-0.0,9.99,-0.0,-0.01,-0.01,0.01,4.64,-0.0,14.27,6.903,20.264,9.617,90.0,98.96,90.0,1328.833310141698,6.940007802470516,20.22421834264585,9.573245904077485,89.9992767263979,100.4676459195168,89.99893311682622,1321.3030031608173,29.262146769928222,14.85603458942683,22.059090679677524,18.457562634552175,31.67,18.590381594288147,25.130190797144074,21.86028619571611,10.870000000000001,5.4345545529110995,8.15227727645555,6.793415914683324,0.35362701938830693,1.639094175295661
3592,HULBUN,15.62,10.73,9.81,0.01,0.2,-0.0,10.73,14.9,9.22,0.0,0.37,0.0,9.81,9.22,27.8,-0.02,-0.75,-0.0,0.01,0.0,-0.02,3.27,-0.0,-0.64,0.2,0.37,-0.75,-0.0,3.74,-0.0,-0.0,0.0,-0.0,-0.64,-0.0,7.64,7.2978,6.7046,11.4419,90.0,90.391,90.0,559.825742748209,7.313417538216024,6.787192681278978,11.15915131702836,89.9999155719956,91.76094279372572,90.00015084745321,553.651608189299,12.91287482431881,10.423100907971632,11.667987866145221,11.045544387058428,13.093333333333334,12.416864789204752,12.755099061269043,12.585981925236897,4.834,3.831755190784625,4.332877595392312,4.082316393088469,0.3474273504257731,0.5222544414708835
3593,BEQFOV,15.12,9.33,8.96,-0.01,0.98,-0.01,9.33,14.37,7.52,-0.02,-4.37,-0.01,8.96,7.52,13.02,-0.02,2.46,-0.04,-0.01,-0.02,-0.02,2.46,-0.0,-2.13,0.98,-4.37,2.46,-0.0,8.04,0.02,-0.01,-0.01,-0.04,-2.13,0.02,3.4,9.9621,11.8993,14.253199999999998,90.0,95.48000000000002,90.0,1681.8808983389497,9.925371491198822,12.035713786547891,14.273342606126068,89.999751681438,94.28424208722822,90.00094836318138,1700.3137709384018,10.390685190435686,4.925572624239595,7.658128907337641,6.2918507657886185,10.458888888888888,10.273489533230906,10.366189211059897,10.319839372145402,3.8933333333333335,1.7342435765439035,2.8137884549386185,2.274016015741261,0.3755414495105899,1.8083839868065705
3594,FUVXOM,16.96,12.35,7.39,-0.0,0.06,0.0,12.35,14.45,7.19,-0.0,-1.68,-0.0,7.39,7.19,21.98,0.0,-0.35,0.0,-0.0,-0.0,0.0,4.21,-0.0,-0.84,0.06,-1.68,-0.35,-0.0,4.3,-0.0,0.0,-0.0,0.0,-0.84,-0.0,8.95,12.52,10.821,11.259,90.0,112.66500000000002,90.0,1407.559400298053,12.527622286696891,10.618659775401868,11.258438271799768,89.99979462847054,112.88344229262468,90.00053568396933,1379.8013030088582,13.74691508559723,9.39272423448861,11.56981966004292,10.481271947265764,11.916666666666666,11.564499554539282,11.740583110602973,11.652541332571127,5.256,3.4414841497741415,4.34874207488707,3.895113112330606,0.335152082260298,0.9473770857598667
3595,UVUCEW,19.13,9.59,6.62,-0.3,0.99,-0.37,9.59,22.53,7.82,2.42,1.97,3.9,6.62,7.82,16.28,-0.16,-0.9,0.59,-0.3,2.42,-0.16,3.51,1.02,1.35,0.99,1.97,-0.9,1.02,2.96,0.55,-0.37,3.9,0.59,1.35,0.55,3.52,8.1458,12.3021,13.3237,117.098,104.914,90.637,1135.712832230289,8.153348430653395,12.305894217192124,13.286795872867945,117.01302909577475,106.03557584840358,89.69847274474948,1130.1656464139378,11.401764666262544,8.347110809882478,9.874437738072512,9.110774273977494,11.777777777777779,11.016336861707419,11.397057319742599,11.206697090725008,4.258666666666667,3.0381497102472292,3.6484081884569477,3.3432789493520882,0.35537333497553963,0.7580887258237323
3596,FILQUO,26.45,4.79,5.4,-0.0,0.0,-0.0,4.79,13.86,6.12,-0.0,-0.02,-0.01,5.4,6.12,30.09,0.01,-0.01,-0.03,-0.0,-0.0,0.01,0.78,-0.0,-0.0,0.0,-0.02,-0.01,-0.0,1.61,0.0,-0.0,-0.01,-0.03,-0.0,0.0,1.48,13.6743,7.2423,31.8417,90.0,90.0,90.0,3153.3912679685127,13.668671558734133,7.051283374491709,32.12750553774626,89.98780925395344,90.00207336298917,90.00461353985466,3096.502763770368,11.653605371900825,5.002850466097425,8.328227918999126,6.665539192548275,11.446666666666667,10.23747828308891,10.842072474877789,10.53977537898335,4.38,1.7633635353538701,3.0716817676769352,2.4175226515154025,0.37056756842238886,2.0374929900635195
3597,FOGDOV,23.31,8.32,10.3,1.45,0.05,4.07,8.32,15.0,11.71,2.19,0.19,1.46,10.3,11.71,14.3,1.51,2.02,1.54,1.45,2.19,1.51,4.52,2.36,1.61,0.05,0.19,2.02,2.36,4.09,0.84,4.07,1.46,1.54,1.61,0.84,6.22,9.1307,9.195900000000002,12.808,103.858,105.32,105.318,943.4357808897164,9.032632910907331,9.091171106223156,12.603044772027785,104.60886582059791,105.25146938994328,104.7274137952553,907.4514828893464,11.945662591609807,5.674565997452304,8.810114294531056,7.24234014599168,12.585555555555555,11.214267857917621,11.899911706736589,11.557089782327104,4.451333333333333,2.0042058120817474,3.2277695727075404,2.615987692394644,0.37562381926981747,1.7880089136417887
3598,JIBWAV,17.21,8.31,9.21,-0.0,-1.64,0.0,8.31,12.16,8.18,-0.0,0.76,-0.0,9.21,8.18,26.84,0.0,-1.91,0.0,-0.0,-0.0,0.0,0.97,-0.0,0.32,-1.64,0.76,-1.91,-0.0,4.97,0.0,0.0,-0.0,0.0,0.32,0.0,2.45,14.3135,14.6015,15.5923,90.0,101.462,90.0,3193.7778595407854,14.465155445889584,15.034224061131995,15.469152235017503,90.00039444562977,102.58258579129615,90.00001060270652,3283.3176257469127,10.091665908746402,6.213081626324856,8.152373767535629,7.182727696930242,11.956666666666669,10.68792774578711,11.322297206226889,11.005112476007,3.712,2.214033529881226,2.963016764940613,2.5885251474109197,0.37964971098108374,1.160931024295536
3599,JUXZUA,14.19,7.41,7.72,0.01,0.01,-0.0,7.41,13.58,5.93,-0.0,0.02,-0.0,7.72,5.93,15.4,-0.0,0.01,-0.0,0.01,-0.0,-0.0,3.34,-0.0,-0.0,0.01,0.02,0.01,-0.0,1.94,0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.59,9.7048,17.9757,18.5103,89.981,90.174,89.93000000000002,3229.1149661073464,9.71349838930622,18.006216374287717,18.17999227615744,89.99889052886104,90.11769262741628,89.99618953255786,3179.7349042590063,8.258590761801893,7.739950563692605,7.999270662747248,7.869610613219926,9.476666666666667,9.42324600090756,9.449956333787114,9.436601167347337,3.048,2.8390873976271327,2.943543698813566,2.8913155482203496,0.35890591126880605,0.15886808920831721
3600,DOLKOG,18.95,7.39,6.71,-1.57,-0.15,-0.4,7.39,21.69,6.08,-0.36,0.28,2.9,6.71,6.08,10.04,-0.07,1.03,-0.95,-1.57,-0.36,-0.07,3.14,0.04,0.4,-0.15,0.28,1.03,0.04,2.75,-0.81,-0.4,2.9,-0.95,0.4,-0.81,3.07,8.1437,11.826,12.4,73.30999999999999,88.33,79.7,1125.156251619544,8.169271531380707,11.762898145822144,12.424217315993838,72.77798487456111,84.4098212236798,78.01725098651619,1114.6937496253147,10.191336376760702,7.501975167673617,8.84665577221716,8.174315469945387,10.115555555555554,8.611985927397267,9.363770741476412,8.98787833443684,3.8253333333333335,2.76863405451571,3.296983693924522,3.032808874220116,0.3424420505735387,0.7405958019726282
3601,VEFYEM,13.91,9.89,10.57,0.02,-0.02,0.0,9.89,14.28,8.21,-0.0,-0.02,0.0,10.57,8.21,14.82,0.0,0.03,-0.0,0.02,-0.0,0.0,6.0,-0.0,-0.0,-0.02,-0.02,0.03,-0.0,7.77,0.0,0.0,0.0,-0.0,-0.0,0.0,5.27,8.1778,8.9545,21.7298,90.0,90.0,90.0,1591.2321868509798,8.123044679636854,8.99162234234673,21.330640710341708,90.0011995967173,89.98903033961429,90.00037706768131,1557.976104262464,12.510268487988693,9.510808220629498,11.010538354309094,10.260673287469295,11.149999999999999,11.095498474706533,11.122749237353265,11.1091238560299,4.763999999999999,3.5039967506154714,4.133998375307735,3.818997562961603,0.33464996873746233,0.6869004542145942
3602,RAWMAF,28.25,10.9,7.53,-0.0,1.54,0.01,10.9,24.71,9.16,-0.0,1.78,-0.0,7.53,9.16,16.37,0.0,-1.62,0.0,-0.0,-0.0,0.0,6.79,-0.0,1.43,1.54,1.78,-1.62,-0.0,4.46,-0.0,0.01,-0.0,0.0,1.43,-0.0,5.75,10.4392,9.92,12.0446,90.0,112.125,90.0,1155.4552262017796,10.477598024638883,9.818992047735952,11.836629922693888,89.99983305802937,111.89618077720104,90.00013690769377,1129.8991571829024,16.143183044639237,14.062236067833732,15.102709556236483,14.582472812035107,13.834444444444443,12.854076575526493,13.344260509985467,13.09916854275598,6.182666666666666,5.336030464243375,5.759348565455021,5.547689514849198,0.3113426296138122,0.3374035195652027
3603,OXAZEU,52.91,7.69,19.97,0.0,0.53,0.0,7.69,22.69,8.07,-0.0,0.97,0.0,19.97,8.07,27.56,-0.0,0.61,0.0,0.0,-0.0,-0.0,2.1,0.0,-0.82,0.53,0.97,0.61,0.0,13.38,0.0,0.0,0.0,0.0,-0.82,0.0,3.14,16.068,6.7252,18.955,90.0,113.16,90.0,1883.2158669668893,16.137167022930907,6.87857966490363,18.619426163501014,89.99984923242076,114.88676168228169,90.00154783754728,1874.853265966316,21.606900711568763,11.719553173796168,16.663226942682464,14.191390058239316,19.40222222222222,16.06686067268118,17.7345414474517,16.90070106006644,8.219333333333333,4.251053295584076,6.235193314458705,5.24312330502139,0.3426484519646919,1.4863076424051163
3604,NUTTAY,18.72,5.05,15.21,-0.0,-6.46,-0.0,5.05,24.28,7.25,0.0,6.12,-0.0,15.21,7.25,18.93,-0.0,-5.81,-0.0,-0.0,0.0,-0.0,3.43,0.0,1.34,-6.46,6.12,-5.81,0.0,13.37,-0.0,-0.0,-0.0,-0.0,1.34,-0.0,1.72,21.891,7.6086,7.8147,90.0,92.79,90.0,1300.0724859206075,21.66694166165897,7.473864078020014,7.675948949951311,89.9990288971958,93.67462830140408,90.00191247216856,1240.455246297931,15.596106590784462,6.652374455455864,11.124240523120163,8.888307489288014,12.994444444444447,12.553127164495974,12.773785804470212,12.663456484483092,5.998666666666667,2.356195561966049,4.177431114316358,3.266813338141203,0.35255705189369374,2.0898664727772314
3605,MOKRAG,13.02,9.11,9.44,0.01,1.42,-0.0,9.11,15.52,8.59,0.01,1.32,-0.0,9.44,8.59,13.54,0.01,0.07,-0.0,0.01,0.01,0.01,3.84,0.0,2.14,1.42,1.32,0.07,0.0,3.0,-0.0,-0.0,-0.0,-0.0,2.14,-0.0,3.81,13.9224,14.2735,14.320899999999998,90.0,113.9567,90.0,2600.704687464241,13.782796114834776,13.76815848275262,14.273445798558152,90.00014193610407,111.73340776873508,90.00071998838143,2516.0475630636897,8.546256596493219,6.81985723390002,7.6830569151966195,7.25145707454832,10.706666666666669,10.371208020254912,10.538937343460791,10.455072681857851,3.126,2.452473243063711,2.789236621531855,2.620854932297783,0.37839769179466626,0.5435310491284915
3606,PIPBEY,10.75,9.29,9.53,-0.32,0.52,-0.15,9.29,11.74,11.11,1.66,-0.34,1.15,9.53,11.11,16.17,1.3,0.95,1.04,-0.32,1.66,1.3,5.66,0.99,0.22,0.52,-0.34,0.95,0.99,3.62,-0.7,-0.15,1.15,1.04,0.22,-0.7,5.01,9.1673,13.916,14.952,115.42,92.81,96.49,1701.607002887558,10.432047287253594,13.0574896193308,14.03337175630254,114.21626487780875,91.96578520116806,98.60554037344129,1714.0056792158466,9.341477398015435,4.5887690013505305,6.965123199682983,5.776946100516756,10.946666666666665,10.129208424776964,10.537937545721814,10.33357298524939,3.4400000000000004,1.61066395025917,2.525331975129585,2.0679979626943776,0.38904238797681673,1.6985583273353404
3607,RAQREH,18.82,9.58,9.82,1.12,2.26,-0.25,9.58,21.05,8.07,-0.59,-1.22,3.02,9.82,8.07,13.46,1.49,0.46,0.73,1.12,-0.59,1.49,2.99,-0.23,0.07,2.26,-1.22,0.46,-0.23,5.98,0.93,-0.25,3.02,0.73,0.07,0.93,4.08,8.039,10.102,10.59,88.4,80.13,70.16999999999999,796.619539908285,8.23845986284163,10.017678425707809,10.285282668928565,89.67118741706535,80.89088209401804,68.45841756388508,778.3291906074662,11.608009598258462,8.724904283283122,10.166456940770793,9.445680612026958,12.029999999999998,10.892596691193225,11.46129834559661,11.176947518394918,4.334000000000001,3.1924251255291893,3.763212562764595,3.477818844146892,0.35202498434736307,0.6907659975233688
3608,RUZTUE,34.14,7.43,9.86,-0.01,7.4,-0.0,7.43,12.4,9.24,-0.0,-1.76,0.0,9.86,9.24,14.18,0.01,2.09,-0.0,-0.01,-0.0,0.01,4.85,-0.01,-1.5,7.4,-1.76,2.09,-0.01,6.61,0.0,-0.0,0.0,-0.0,-1.5,0.0,3.39,18.706,5.6601,7.95,90.0,100.227,90.0,828.3554084835915,18.93279369102378,5.176904408093622,8.919625748472033,90.00268963613627,104.84350815680648,89.99841290908597,845.0674245906589,13.833359891297636,7.727233827598776,10.780296859448207,9.253765343523492,12.642222222222223,10.839989450894253,11.741105836558237,11.290547643726246,5.249333333333334,2.797305212962601,4.023319273147967,3.410312243055284,0.34622939939752195,1.4158590062356178
3609,URUSIK,36.87,9.4,17.43,0.0,-0.0,0.02,9.4,20.79,9.38,0.0,-0.0,-0.0,17.43,9.38,25.2,-0.0,-0.0,0.0,0.0,0.0,-0.0,6.35,0.0,-0.0,-0.0,-0.0,-0.0,0.0,6.48,-0.0,0.02,-0.0,0.0,-0.0,-0.0,6.09,9.393,14.905,19.192,90.0,90.0,90.0,2686.931146679999,9.374512846255811,14.662505529193345,18.93195942911896,90.0002510840276,89.99985138723184,89.99966349843628,2602.2706441323667,18.251105124970163,17.276243638065015,17.76367438151759,17.5199590097913,17.25333333333333,15.587641066978122,16.420487200155726,16.004064133566924,6.894,6.5675234949573245,6.730761747478662,6.649142621217994,0.3196866990174916,0.1485802383417589
3610,UKEKUQ,19.41,8.16,10.22,0.01,-1.49,0.0,8.16,17.84,8.8,0.01,0.24,-0.01,10.22,8.8,17.9,0.01,0.79,-0.0,0.01,0.01,0.01,3.37,0.0,0.8,-1.49,0.24,0.79,0.0,5.91,-0.0,0.0,-0.01,-0.0,0.8,-0.0,5.12,12.5266,11.8929,9.2318,90.0,96.915,90.0,1365.327059637384,13.442632283372212,11.967273752186092,9.164860179672411,90.00069579193938,97.68535019555844,90.00073927359911,1461.122670620693,12.596694304370311,11.74202309950362,12.169358701936964,11.955690900720292,12.167777777777777,12.11616826074195,12.141973019259865,12.129070640000908,4.744666666666666,4.386327533727725,4.565497100197195,4.47591231696246,0.3329346411477139,0.17564729687363875
3611,ALEXIA,14.01,10.56,7.8,-0.01,-0.33,0.0,10.56,12.15,8.14,0.0,-1.32,0.0,7.8,8.14,18.62,-0.0,1.08,0.0,-0.01,0.0,-0.0,2.57,-0.0,-0.38,-0.33,-1.32,1.08,-0.0,3.82,-0.0,0.0,0.0,0.0,-0.38,-0.0,5.41,16.75,5.3725,20.859,90.0,96.116,90.0,1866.404419405848,17.26992419189575,5.297089411713748,21.07800634332428,90.00096801390745,95.80341866195218,90.00100976150091,1918.3402645434517,9.67383685355155,6.932289969714902,8.303063411633227,7.617676690674065,10.864444444444445,10.662769614838897,10.76360702964167,10.713188322240285,3.5786666666666673,2.490684777059166,3.0346757218629166,2.762680249461041,0.3711408474401342,0.8106405260679835
